review,total_word_count,count_good,count_average,count_medium,count_worst,sentiment,predicted_sentiment
the only reason i didnt give it stars is because it is close to a regional airport,19,0,0,0.0,0,Average,Average
while we were able to sleep there were periods where planes come low over the hotel,17,0,0,0.0,0,Worst,Average
we stayed for a wedding and it was fine,9,0,1,1.5,0,Medium,Medium
okay we come here for work all of the time and i dread when we have to get up early early mornings or late nights for our flights but i will say a highlight of all the hilton hotels we stay at seriously is being greeted and seeing debbie at the front desk truly she is so kind and so helpful she really does go above and beyond we know each other by name and she seriously makes it a point to be so kind to us even if she just worked all night long we love you debbie erika from america,116,3,1,0.0,0,Good,Good
we stay here at least two or three times a year with each stay lasting or nights,20,0,0,0.0,0,Average,Average
we’ve always had a pleasant stay with a clean room,12,4,0,0.0,0,Good,Good
the entire staff front desk restaurant and housekeeping are all extremely friendly,16,0,0,0.0,0,Good,Good
this past stay we found out in the middle of our last night that our flight was cancelled for the next day,22,0,0,0.0,0,Worst,Worst
all flights at lga had been cancelled and it was difficult to find a flight,15,0,0,0.0,0,Worst,Worst
we decided our best option was to stay another day and fly out of another airport,16,1,0,0.0,0,Good,Good
we were definitely at wits end after that,8,0,0,0.0,0,Good,Good
debbie at the front desk was amazing at getting us booked for another night in the same room,18,1,0,0.0,0,Good,Good
this hotel staff has always come through with every request,10,0,0,0.0,0,Average,Average
we will continue to come back,7,0,0,0.0,0,Average,Average
stayed at this facility in march,7,0,0,0.0,0,Average,Average
the had the high school staying at this facility,9,0,0,0.0,0,Average,Average
i was in room,0,0,0,0.0,0,Neutral,Neutral
the staff we very nice they served breakfast for all the school groops,14,0,0,0.0,0,Good,Good
the food was good the staff were friendly,9,0,0,0.0,0,Good,Good
the facility was very clean i would come back from being out all day the staff cleaned the rooms it felt nice,25,1,0,0.0,0,Good,Good
out standing staff especially the people that kept the room s,11,0,0,0.0,0,Average,Average
very good,2,0,0,0.0,0,Good,Good
i recently hosted a celebration of life event for my grandmother at the hilton and the entire experience was exceptional,21,1,0,0.0,0,Good,Good
the catering and food were fantastic and dora was incredibly attentive—making sure our group of had everything we needed throughout the event,26,2,0,0.0,0,Good,Good
marlon was also extremely helpful ensuring all the logistics were handled perfectly from the podium to the lighting,20,1,0,0.0,0,Good,Good
the planning process was seamless thanks to donna and stephanie who made organizing the event easy from the very beginning,21,0,0,0.0,0,Good,Good
every member of the staff we interacted with was kind professional and genuinely supportive during such a meaningful occasion for our family,24,2,0,0.0,0,Good,Good
it truly couldn’t have gone better,8,0,0,0.0,0,Good,Good
i’m so grateful to the entire team for helping us create such a beautiful and memorable gathering,19,1,0,0.0,0,Good,Good
everything landed well from the start,6,0,0,0.0,0,Good,Good
the front desk team handled the arrival with a kind of quiet confidence that made the whole checkin feel like running into people who actually wanted you there,28,2,0,0.0,0,Good,Good
the room was tidy and genuinely silent in a way that felt earned rather than accidental breakfast was simple but done with real attention and the neighbourhood outside contributed something most hotels cant manufacture stillness,39,0,0,0.0,0,Average,Average
but the thing that stays with you is the honesty of the value,13,1,0,0.0,0,Good,Good
the level of care here has no business existing at this price point and that gap between expectation and reality is exactly what makes the place so easy to recommend and so difficult to stay away from,38,1,0,0.0,0,Good,Good
una buena opción y de las más económicas cerca del american dream mall amplio estacionamiento el cuarto es más amplio que los de ny y la atención es buena más no exelente,34,0,0,0.0,0,Worst,Worst
hay un bar y restaurant dentro del mismo hotel un gym pequeño fines de semana parece que usan mucho las salas de conferencia para eventos multinivoe y religiosos así que talvez encuentres mucha gente si quieres usar el área del gym en el lower level,48,0,0,0.0,0,Worst,Average
la llave de la regadadrea en nuestro cuarto no funcionaba bien y no nos tomamos la molestia de llamar a recepción para que lo arreglen pero deben poner más atención en todos los pequeños detalles,35,0,0,0.0,0,Worst,Worst
could use more gym equipment and cleaning supplies,8,0,0,0.0,0,Average,Average
from check in to dinner to check out this hotel is great,12,1,0,0.0,0,Good,Good
i am a hilton whore so i always stay at hilton properties unless i have to stay elsewhere because of a work,22,0,0,0.0,0,Worst,Average
from check in with kim to dinner at bar with abdul was great,13,1,0,0.0,0,Good,Good
kim was a delight after driving a lot all day,10,0,0,0.0,0,Good,Average
she was pleasant and really knew how to greet a guest,11,1,0,0.0,0,Good,Good
she is an absolute pleasure to see after a long dayabdul is one of the best i have seen at a hilton,24,1,0,0.0,0,Good,Good
he is easy to talk to knows what he is talking about and simply makes the night as a guest of the hotel a reason to return,29,0,0,0.0,0,Good,Good
he gets it as a former dos at a hotel abdul is the employee i would want representing me i highly recommend the hilton in hackensack and will be back,32,2,0,0.0,0,Good,Good
stayed here week and was happy i left,9,0,0,0.0,0,Good,Good
every single day the fire alarm went off,8,0,0,0.0,0,Worst,Worst
very annoying and inconvenient,4,0,0,0.0,0,Worst,Worst
the last straw was a carbon monoxide leak in the early morning,12,0,0,0.0,0,Worst,Average
we could’ve died in our sleep the glass shower door didn’t glide,18,0,0,0.0,0,Worst,Average
old furniture,2,0,0,0.0,2,Worst,Worst
working at hilton hasbrouck has always been a pleasure,9,0,0,0.0,0,Good,Good
with its practical layout and supportive staff we’ve successfully managed countless events here each running efficiently from start to finish,24,0,0,0.0,0,Good,Average
bukharagrillcaterers,2,0,0,0.0,0,Average,Average
i had a deeply disappointing experience at this property during an already difficult time as my family and i were in new jersey to bury my grandmother,28,0,0,0.0,1,Worst,Worst
upon checkin the room condition did not match the hotel’s description as “recently renovated,18,0,0,0.0,0,Average,Average
” the room appeared worn the pillows had an unpleasant odor and the shower had a damp musty smell,22,0,0,0.0,3,Worst,Worst
when i contacted the front desk shortly after checkin to request a room change or cancellation the associate was dismissive and unhelpful,23,0,0,0.0,0,Average,Average
that same night my family who were staying in a second room were displaced by a fire alarm that was not resolved until early morning,27,0,0,0.0,0,Worst,Worst
they were unable to safely remain in the hotel and had to sleep in their car overnight,17,0,0,0.0,0,Good,Average
the following day there was also no hot water available at the property,14,0,0,0.0,0,Worst,Worst
between the room conditions safety disruption lack of hot water and the way concerns were handled by staff this stay fell far below basic hospitality standards especially for a hilton property,36,0,1,0.0,0,Average,Average
as a premium hilton honors member this experience was unacceptable and extremely disappointing,14,0,0,0.0,1,Worst,Worst
the hotel has nice facilities clean rooms and good housekeeping i stay here about once a month,21,1,0,0.0,0,Good,Good
maria and abdul at the bar are excellent they really belong in hospitality,15,1,0,0.0,0,Good,Good
the kitchen produces good food mostly from scratch i think,12,0,0,0.0,0,Good,Good
the hotel has a captive clientele of professional pilots i am one,14,1,0,0.0,0,Good,Good
most of the csr’s at the front desk are helpful seems a few of the more tenured ones tend to be more “curmudgeonly” like me😉,32,1,0,0.0,0,Good,Good
the problem is the regular evacuation alarms which destroys your nights rest,14,0,0,0.0,1,Worst,Worst
in the last three years i’ve experienced alarms at this hotel,14,0,0,0.0,0,Worst,Average
it’s common enough that the regulars at the bar will occasionally comment “i hope we don’t have another fire alarm tonight”,27,0,0,0.0,0,Worst,Worst
it’s a little hard to take the alarms seriously anymore but the alarm is indeed piercingly loud and usually lasts hours,26,0,0,0.0,0,Worst,Worst
if they are false it’s really annoying if they are real you have to wonder what’s wrong with the facility that generates alarms that regularly,32,0,0,0.0,0,Worst,Worst
outside in the cold the only answers you get are the frustrating and condescending “we don’t know” and “it’s for your own safety”,31,0,0,0.0,0,Worst,Worst
i’ve sat on this review for months,10,0,0,0.0,0,Average,Average
this morning i was rousted at am with my th alarm and decided to submit the review,18,0,0,0.0,0,Worst,Worst
while waiting outside hours this morning one of the firemen said this hotel generates more emergency calls than all the other hotels in the area combined,27,0,0,0.0,0,Worst,Average
this place is a dump don’t stay here,11,0,0,0.0,0,Worst,Average
it’s noisy in the rooms the hotel will run out of hot water fire alarms go off often there is no safe way to walk to anything to eat the restaurant if very very expensive the one cable machine in the gym has been broken for months,54,0,0,0.0,3,Worst,Worst
disaster,1,0,0,0.0,0,Worst,Average
update it’s months later and the broken cable machine has been totally removed and now has a bike instead lol and the fire alarm is going off again this place is a joke stay away,47,0,0,0.0,1,Worst,Worst
stay here for my trip to nyc,7,0,0,0.0,0,Average,Average
great location where is close to the bus terminal,9,2,0,0.0,0,Good,Good
nice and clean room for your nights,7,2,0,0.0,0,Good,Good
if you pay a little more you also can get nyc skyline view in your window,17,0,0,0.0,0,Worst,Worst
recommended for travellers who are driving here,7,1,0,0.0,0,Good,Good
hilton,1,0,0,0.0,0,Average,Average
positive negative,0,0,0,0.0,0,Neutral,Neutral
do yourself a favor and don’t stay here,10,0,0,0.0,0,Good,Average
i have never had such a bad hotel experience in just my first hours here,16,0,0,0.0,0,Worst,Worst
between a broken phone broken shower being told i need to check out and check back in after the first night of a night visit and then being given a key that doesn’t work by a very rude front desk worker if i say “i hope you have a nice day” i feel like the least you could say is “you too”,73,0,0,0.0,3,Worst,Worst
for a night i’d expect a lot better at least the rooms are clean,19,1,0,0.0,0,Good,Good
this was the final straw,5,0,0,0.0,0,Average,Average
never again,2,0,0,0.0,1,Worst,Worst
forget the fact that i am a diamond lifetime member,10,0,0,0.0,0,Good,Good
i stayed nights at hiltons this year alone,9,0,0,0.0,0,Worst,Average
i am loyal to them,5,0,0,0.0,0,Good,Average
this hilton is not loyal to me,7,0,0,0.0,0,Worst,Average
the front desk girls who are there longest are leaving,11,0,0,0.0,0,Average,Average
the new employees act like they own the hotel,9,0,0,0.0,0,Good,Good
the way they treated me was so uncalled for,9,0,0,0.0,0,Average,Average
one employee has been rude to me since day one,10,0,0,0.0,1,Worst,Worst
i told the front desk manager a few times and his response was,13,0,0,0.0,0,Average,Average
your targeting her,3,0,0,0.0,0,Average,Average
most ridiculous comment i ever heard,6,0,0,0.0,0,Worst,Worst
i told him about her because of the way she acts towards me,13,0,0,0.0,0,Average,Average
giving keys that dont work,6,0,0,0.0,0,Good,Average
not putting me in clean quiet room as i requested,10,2,0,0.0,0,Good,Good
checking if i took more than snacks which btw i am entitled too,14,0,0,0.0,0,Good,Average
after paying a night and they charge per night incidental hold which was,17,0,0,0.0,0,Average,Average
o asked the gm not to charge me per night,11,0,0,0.0,0,Average,Average
other hiltons in the area dont charge me incidental fees,11,0,0,0.0,0,Average,Average
he said,2,0,0,0.0,0,Average,Average
i will take care of it,0,0,0,0.0,0,Neutral,Neutral
then he didnt,4,0,0,0.0,0,Average,Average
mixed messages,3,0,0,0.0,0,Average,Average
and btw the fire alarm goes off repeatedly in the middle of the night and all guests must walk down from th floor or less,25,0,0,0.0,0,Worst,Worst
this hasnt been fixed in years,7,0,0,0.0,0,Average,Average
overall,1,0,0,0.0,0,Average,Average
i always have bad stays and the front desk agent told me i always complain,15,0,0,0.0,0,Worst,Worst
he needs to learn,4,0,0,0.0,0,Average,Average
i am a good guest,5,0,0,0.0,0,Good,Good
i am diamond,3,0,0,0.0,0,Good,Good
and if you dont speak up,6,0,0,0.0,0,Average,Average
nothing changes,2,0,0,0.0,0,Average,Average
he even called me pushy,5,0,0,0.0,0,Worst,Average
thats not the way i will treat my guests when my restaurant opens in a few months nearby,19,0,0,0.0,0,Good,Average
now i am staying at a hilton where i feel appreciated and valued,13,0,0,0.0,0,Good,Good
not at the hasbrouck heights hilton,6,0,0,0.0,0,Average,Average
never,3,0,0,0.0,0,Average,Average
clean room,2,2,0,0.0,0,Good,Good
confy beds,2,0,0,0.0,0,Average,Average
location is ok for business and if you have a car to move around otherwose it is a bit isolated in my view,24,0,1,0.0,0,Average,Average
restaurant has good food and great service,9,2,0,0.0,0,Good,Good
love it here close to all the highways,8,1,0,0.0,0,Good,Good
the views in this place are spectacular,7,0,0,0.0,0,Average,Average
this location for travel driving or public trans is the most convenient,13,1,0,0.0,0,Good,Good
for the just in case the is up the entrance to the right when exiting the location,22,0,0,0.0,0,Average,Average
great choices of snacks in the lobby,7,1,0,0.0,0,Good,Good
has a bar and restaurant which is convenient to wind down at the end of the day the breakfast is decent,21,1,1,0.0,0,Good,Good
definitely nothing fancy but its good for the stay and quick bite in the morning,16,1,0,0.0,0,Good,Good
on december i visited this hotel got there very late around pm,0,0,0,0.0,0,Neutral,Neutral
i have been to many hotels in different parts of the world but this is by far my worst experience,20,0,0,0.0,1,Worst,Worst
i booked this hotel because a friend is having a wedding at the hotel and staying there was made more sense,21,0,0,0.0,0,Good,Good
my first experience was with the security guard who i asked to show me the restroom he asked “ do you have a rooms here “ this guy saw me enter the hotel with my luggages on a cart,40,0,0,0.0,0,Good,Good
well i pretended i didn’t hear the question then a woman at the reception asked “ what is he doing here”,25,0,0,0.0,0,Good,Good
long story short she asked him to escort me to the bathroom,13,0,0,0.0,0,Average,Average
this guy stayed at the bathroom for me to finish whatever i was doing and escorted me back to the reception to check,23,0,0,0.0,0,Average,Average
i got there and it was this lady again she looked so mad as if she had a problem with me,22,0,0,0.0,1,Worst,Worst
not too sure if it is because i am black but these people treated me and my wife as if we didn’t belong there,26,0,0,0.0,0,Worst,Good
not sure if management will see this review but i think this is the worst thing any customer will want to experience,22,0,0,0.0,1,Worst,Worst
in june i stayed at this beautiful hotel for three nights sponsored by schluter systems north america for the schluter systems innovation workshop part ii,28,1,0,0.0,0,Good,Good
the experience was unforgettable with excellent service cleanliness spacious rooms friendly staff and an especially modern renovated bathroom,23,5,0,0.0,0,Good,Good
the location was perfect making it easy to get anywhere especially to the big apple if you have the chance,22,1,0,0.0,0,Good,Good
highly recommend staying here,4,2,0,0.0,0,Good,Good
reply to owner thank you for the kind response my stay was especially memorable with a reunion dinner at the hotel and i look forward to returning soon — whether visiting my friend nearby or on a business trip to nyc,46,1,0,0.0,0,Good,Good
second time here,0,0,0,0.0,0,Neutral,Neutral
another one night stay west side room quiet clean and pretty much the same as the first room i stayed in,24,2,0,0.0,0,Good,Good
this time,0,0,0,0.0,0,Neutral,Neutral
first time and one night stay,0,0,0,0.0,0,Neutral,Neutral
easy check in quiet room,6,1,0,0.0,0,Good,Good
extra glass over the window to help with any traffic noise from rte,14,0,0,0.0,1,Worst,Worst
was on the th floor east facing never heard the highway,12,0,0,0.0,0,Average,Average
coffee maker in the room,5,0,0,0.0,0,Average,Average
nice shower and nice size bathroom,6,0,0,0.0,0,Good,Good
good tv,2,0,0,0.0,0,Good,Good
safe in closet,3,0,0,0.0,0,Good,Good
was there for anime convention,5,0,0,0.0,0,Average,Average
nice staff,2,0,0,0.0,0,Good,Good
food was very overpriced,4,0,0,0.0,1,Worst,Worst
quick ride into the bronx,5,1,0,0.0,0,Good,Good
i recently completed my stay at hilton hasbrouck heights and it was such a pleasant experience,16,1,0,0.0,0,Good,Good
from the front desk staff to the banquets team everyone was so easy to work with,17,0,0,0.0,0,Good,Good
and everyone was here to support you and ensure things were going seamlessly,13,0,0,0.0,0,Good,Good
want to give an extra shoutout to parth mae alan fern and daniel from the front desk team that made our stay so seamless especially given out party size we had an amazing working with them,41,1,0,0.0,0,Good,Good
lastly shoutout to donna stephanie and helen for being the best events team ever,20,1,0,0.0,0,Good,Good
it was good …,0,0,0,0.0,0,Neutral,Neutral
i was here once a long time ago,9,0,0,0.0,0,Average,Average
the service was quite good and it was quite comfortable,11,1,0,0.0,0,Good,Good
hotel was nice but needs updates,6,0,0,0.0,0,Good,Good
th highschool reunion had a great time,7,1,0,0.0,0,Good,Good
there was a wedding blasting from pm am preventing me from sleeping,14,0,0,0.0,0,Average,Average
it was horrible our fridge didn’t work no microwavethere was a buzzing in our room all night couldn’t sleep,26,0,0,0.0,1,Worst,Worst
very small rooms,3,0,0,0.0,0,Average,Average
the worst audio show i have been too the new york audio show should be in new york not new jersey,23,0,0,0.0,1,Worst,Worst
i wont be back,5,0,0,0.0,0,Average,Average
sad,1,0,0,0.0,0,Worst,Average
th visit always great service,5,2,0,0.0,0,Good,Good
i was there for a stamp show which they have once a year,13,0,0,0.0,0,Average,Average
i did not stay at the hotel but from everything i saw her as well kept clean with plenty of parking,21,1,0,0.0,0,Good,Good
great place great people,4,2,0,0.0,0,Good,Good
clean hotel,2,1,0,0.0,0,Good,Good
service was excellent,3,1,0,0.0,0,Good,Good
rooms need a little tlc from wear,7,0,0,0.0,0,Average,Average
shower pressure was very good,5,0,0,0.0,0,Good,Good
no issues with hot water for us,7,0,0,1.5,1,Medium,Medium
clean professionalstaff and great location,5,3,0,0.0,0,Good,Good
i am private driver,4,0,0,0.0,0,Average,Average
at,0,0,0,0.0,0,Neutral,Neutral
amtoday,0,0,0,0.0,0,Neutral,Neutral
i went there to pick up customer,7,0,0,0.0,0,Average,Average
i wanted to use rest room,6,0,0,0.0,0,Average,Average
security guy told me it was closed,7,0,0,0.0,0,Good,Good
then lady told him it was ok,7,0,1,0.0,0,Average,Average
so that guy some reason he followed me to the rest room that was embarrassing,15,0,0,0.0,0,Worst,Average
when i was going out he was by the doors of rest room,13,0,0,0.0,0,Average,Average
i did not understand why,5,0,0,0.0,0,Average,Average
i asked him his nemse he did not tell me,10,0,0,0.0,0,Average,Average
then my customer came and u told the story,9,0,0,0.0,0,Average,Average
he said security left front door and he protected us from you but anybody came front door and nobody was at the door,23,0,0,0.0,0,Good,Good
he told me share my story,6,0,0,0.0,0,Good,Average
all the time i am coming to that hotel never faced that situation,13,0,0,0.0,0,Average,Average
and i did not understand he was smiling all the time it was scary,14,0,0,0.0,0,Worst,Average
please check your camera,4,0,0,0.0,0,Good,Good
by the way please do not let people work there if they do not any experience,16,0,0,0.0,0,Good,Good
this is hilton,3,0,0,0.0,0,Average,Average
it is national company,4,0,0,0.0,0,Average,Average
sincerely,1,0,0,0.0,0,Good,Average
this hotel is maybe one star and is in a horrible location,12,0,0,0.0,1,Worst,Worst
nothing walkable but a,5,0,0,0.0,0,Average,Average
if you are stuck at this hotel one night you will be ok,15,0,1,0.0,0,Average,Average
anything more than that uber eats will be your best friend,11,1,0,0.0,0,Good,Good
the restaurant sucks,3,0,0,0.0,1,Worst,Worst
the breakfast buffet is maybe lukewarm,6,0,0,0.0,0,Average,Average
the potatoes are straight out of a freezer it doesn’t take much to dress up some frozen potatoes onions peppers someone who cares,29,0,0,0.0,0,Good,Average
if you can stay somewhere else i would,8,0,0,0.0,0,Average,Average
my family and i were long overdue for a trip and decided to stay at the hilton because of its proximity to all the activities we had planned and the positive recommendations we had heard from others,40,0,0,0.0,0,Good,Good
unfortunately our personal experience was very disappointing,8,0,0,0.0,1,Worst,Worst
upon arrival the gentleman responsible for checking us in was not only unprofessional but also rude responding with unnecessary attitude and dismissiveness,24,0,0,0.0,2,Worst,Worst
hoping to resolve the situation respectfully i asked to speak with a manager,14,0,0,0.0,0,Good,Good
to my surprise the manager displayed the same lack of courtesy and professionalism speaking to me in a manner that left me feeling belittled and unwelcome,28,0,0,0.0,0,Worst,Worst
as a guest i believe that kindness respect and basic hospitality should be at the core of any hotel experience,23,0,1,0.0,0,Average,Average
sadly that was not the case here,8,0,0,0.0,0,Worst,Average
because of the treatment we received my family and i decided not to stay and took our business elsewhere,20,0,0,0.0,0,Average,Average
it is disappointing to walk away from a brand we expected much better from especially when choosing hilton specifically for its reputation of guest care and quality service,29,0,0,0.0,1,Worst,Worst
the carpet in the room was dirty rundown and smelly not a good look for the hilton brand,19,0,0,0.0,2,Worst,Worst
my stay at the hilton was nothing short of exceptional from the moment i arrived the staff greeted me with warmth and professionalism making me feel truly welcomed,31,1,0,0.0,0,Good,Good
the room was spotless spacious and elegantly designed with every detail carefully thought out for maximum comfort,20,2,0,0.0,0,Good,Good
i especially loved the plush bedding and stunning city views from my window,13,1,0,0.0,0,Good,Good
the cable machine broke and they replaced it with a pelaton come on guys,15,0,0,0.0,0,Worst,Worst
is a cable machine to much to ask for,9,0,0,0.0,0,Average,Average
rooms are super small the rugs smell like they’ve had every type of horrible spit spill body fluids on them absolutely nasty,25,0,0,0.0,2,Worst,Worst
the walls have dings scratches dents all over them,9,0,0,0.0,0,Average,Average
the shower leaks out the bathroom floor into the hallway,10,0,0,0.0,0,Average,Average
this place should be condemned,5,0,0,0.0,0,Worst,Average
it definitely needs a major remodel,6,0,0,0.0,0,Good,Good
looks like it hasn’t been done in years,11,0,0,0.0,0,Good,Good
don’t stay here i would find a motel that’s probably better than this,18,0,0,0.0,0,Good,Good
the couches are also nasty dirty filthy need a bedsheet to cover it up before you sit down on one,20,0,0,0.0,2,Worst,Worst
it seems like every person i’ve dealt with at the front desk is rude,16,0,0,0.0,1,Worst,Worst
nasty don’t really care to seem to be here,11,0,0,0.0,0,Average,Worst
just going up to buy a snack and it’s like they mad that you’re wasting their time,21,0,0,0.0,0,Worst,Good
the windows are filthy,4,0,0,0.0,1,Worst,Worst
you can hear every noise in the hallway all night long walls are super thin,15,0,0,0.0,1,Worst,Worst
there’s too many other nice hotels around go stay somewhere else,14,0,0,0.0,0,Good,Good
wifi not working for hours no explanation given,8,0,0,0.0,0,Worst,Worst
havent been there yet,5,0,0,0.0,0,Average,Average
im going in october for the hifi show,9,0,0,0.0,0,Average,Average
i am super stoked,4,0,0,0.0,0,Good,Good
cant sleep,3,0,0,0.0,0,Average,Average
guest next door slamming doors and partying,7,0,0,0.0,0,Good,Average
cant call the front desk because room phones dont work,12,0,0,0.0,0,Average,Average
got dressed twice already and went down flights,9,0,0,0.0,0,Average,Average
desk lady does nothing,4,0,0,0.0,0,Average,Average
no managers at night,4,0,0,0.0,0,Worst,Worst
this hotel cares only about pilots staying here,8,0,0,0.0,0,Good,Average
no cameras in hallways either,5,0,0,0.0,0,Worst,Worst
now i dont feel safe,6,0,0,0.0,0,Worst,Good
went to the front to get a coffee,8,0,0,0.0,0,Average,Average
the lady at the front says it’s not free,11,0,0,0.0,0,Worst,Good
the first words coming from the employees,7,0,0,0.0,0,Average,Average
so rude and unprofessional,4,0,0,0.0,2,Worst,Worst
then she don’t want to sell the cofee,10,0,0,0.0,0,Good,Good
train the employees first before you sell any thing,10,0,0,0.0,0,Average,Average
malicious practices with credit cards and rude management,8,0,0,0.0,1,Worst,Worst
avoid at all costs,4,0,0,0.0,1,Worst,Worst
we stayed from and checked out on,0,0,0,0.0,0,Neutral,Neutral
arrived via newark airport and checked in around pm,10,0,0,0.0,0,Average,Average
surprised to learn that there is an early checkin fee of check in time is,19,0,0,0.0,0,Good,Good
pm,0,0,0,0.0,0,Neutral,Neutral
room carpet needs to go and replaced with vinyl planks so more sanitary my nasal polyps flared up on the third night,23,0,0,0.0,0,Average,Average
two water bottles in the room came in handy,9,0,0,0.0,0,Average,Average
however on the second day requested a water bottle from the front desk and the young attendant said bottle,23,0,0,0.0,0,Average,Average
the service staff has also been instructed to not give out any water bottles,15,0,0,0.0,0,Average,Average
the faucet was loose,4,0,0,0.0,0,Worst,Average
cartruck noise from the street although the city view was nice,12,0,0,0.0,1,Worst,Worst
our couple friends in the nearby room said that on their first day they did not get any cold water and the hot water was extremely hot,28,0,0,0.0,0,Good,Good
the wedding event in one of the lower level ballroom had a good ambiance,14,0,0,0.0,0,Good,Good
location is very close to the highway,7,0,0,0.0,0,Average,Average
shower was great,3,1,0,0.0,0,Good,Good
breakfast available for purchase we bypassed it,8,0,0,0.0,0,Average,Average
plenty of free parking,4,0,0,0.0,0,Good,Good
positive negative fire alarm went off am,0,0,0,0.0,0,Neutral,Neutral
i call front desk and they stated its a confirmed false alarm but still required us to leave the building,21,0,0,0.0,0,Worst,Worst
overall nice hotel,3,0,0,0.0,0,Good,Good
friendly staff,2,1,0,0.0,0,Good,Good
clean rooms,2,1,0,0.0,0,Good,Good
not a bad experience overall,5,0,0,0.0,1,Worst,Worst
the hotel was comfortable and convenient,6,2,0,0.0,0,Good,Good
i ventured down to times square for the evening—just a quick minute walk to the bus stop a minute ride and i was right in the middle of the action in under an hour,38,1,0,0.0,0,Good,Good
great experience,3,1,0,0.0,0,Good,Good
we work a lot at a nearby hospital so this is pretty much where we have to stay,18,0,0,0.0,0,Good,Good
the rooms are older and not great but it is what it is,13,1,1,0.0,0,Good,Good
there is a restaurant and we did enjoy a dinner there the first night,14,0,0,0.0,0,Good,Good
the bartender was great and they have that in their favor,11,1,0,0.0,0,Good,Good
there is plenty of parking but get there early as it fills up fast,14,0,0,0.0,0,Average,Average
perfectly fine as far as older hotels go,8,0,1,0.0,0,Average,Average
the staff management is amazing i definitely recommend having an event here,14,2,0,0.0,0,Good,Good
we had a family reunion they were there every step of the way,14,0,0,0.0,0,Average,Average
terrible customer service,3,0,0,0.0,1,Worst,Worst
called my room and said i had minutes to leave or the police would be called,17,0,0,0.0,0,Worst,Worst
i am a disabled person with a service animal,9,0,0,0.0,0,Average,Average
do not trust this place or the management,8,0,0,0.0,0,Worst,Average
i stayed here nights to attend an even at met life stadium driving up from philadelphia,19,0,0,0.0,0,Average,Average
i was a little hesitant after the mixed reviews but overall it was pretty positive,16,0,0,0.0,0,Good,Good
the room was clean and appeared to be recently updated,10,2,0,0.0,0,Good,Good
clean modern tv with netflix etc nice bathroom decent beds,15,2,1,0.0,0,Good,Good
the complaint i have is there is basically no sound insulation from the hallway,14,0,0,0.0,0,Worst,Worst
person opening the door next to you sounds like they are coming into your room,15,0,0,0.0,0,Good,Good
people talking in the hallway sounds like they are in your room,13,0,0,0.0,0,Good,Good
there was a wedding party staying at the hotel our first night and while they werent particularly loud there were a few people talking near our room in the hallway at normal volume around midnight and it felt really loud since our room was silent at that point,53,0,1,0.0,0,Average,Average
thankfully it only lasted a few minutes but it could have been worse if it had been a poorly behaved group,22,0,0,0.0,0,Worst,Worst
didnt notice any noise at all on the second night,11,0,0,0.0,1,Worst,Worst
its an easy lyftuber ride to met life,9,0,0,0.0,0,Good,Good
getting out of met life stadium is a mess but i dont think thats avoidable due to the met life set up,25,0,0,0.0,0,Worst,Average
we eventually found a taxi out of it but talked to other people who said it took them hours to get out,25,0,0,0.0,0,Average,Average
thats not the fault of the hotel though,10,0,0,0.0,0,Good,Average
we drove back to philadelphia on monday morning around am and didnt hit much traffic at all,19,0,0,0.0,0,Average,Average
