review,total_word_count,count_good,count_average,count_medium,count_worst,sentiment,predicted_sentiment
i do not recommend staying here,6,1,0,0.0,1,Good,Good
the beds were terrible,4,0,0,0.0,1,Worst,Worst
no pool towels available had to ask multiple times for coffee to be made finally at am they put some out,23,0,0,0.0,0,Worst,Worst
asked about any breakfast items many times also before muffins were set out,14,0,0,0.0,0,Average,Average
the sliding front doors need to be manually forced open,10,0,0,0.0,0,Worst,Average
cant call down to the desk because the phone in the room doesnt work,16,0,0,0.0,0,Average,Average
what a great hotel the staff was fantastic and the pool was nice,15,2,0,0.0,0,Good,Good
my room was immaculate and in a nice quiet spot in the hotel thanks for all your hard work guys i will always return to this hotel,32,1,0,0.0,0,Good,Good
stayed here for a business trip for one night and it was awesome our employer said everything was set up…the reservation for the room was but not the payment,32,1,0,0.0,0,Good,Good
got in later in the day and got a voucher for a drink and a snack with my room,19,0,0,0.0,0,Average,Average
went to the restaurant inside the hotel and had an amazing burger and beer then a dip in the hot tub and pool,23,1,0,0.0,0,Good,Good
breakfast wasn’t included but when we went to the restaurant we were told a super secret and got vouchers that i used to get the meat lovers omelet at the recommendation of front of house staff,38,0,0,0.0,0,Good,Good
everyone was super friendly and helpful given our employer forgot to mention that after driving for three hours one way for a business meeting that we would have to pay for everything including the room,36,1,0,0.0,0,Good,Good
however everything is very reasonably priced and worth every penny spent,12,1,0,0.0,0,Good,Good
the perfect one night stay for us we were in town for a night for our fertility treatment,19,1,0,0.0,0,Good,Good
hospitality was excellent the restaurant attached to the hotel was very good and the server was extremely kind vinny was top notch and deserves all the recognition for going above and beyond for us patients staying with your hotel,41,2,0,0.0,0,Good,Good
he was incredibly helpful friendly and made our morning way smoother than we thought it would be for how our nerves were going into a procedure can’t thank him enough we will have to be back in this area again in a few months and we will look no further than this spot our only downfall was not being able to try the breakfast next time though thanks again,81,1,0,0.0,0,Good,Good
this is a very nice room everything you need a walkin shower,14,0,0,0.0,0,Good,Good
back glow mirror,3,0,0,0.0,0,Average,Average
huge bed,2,0,0,0.0,0,Good,Good
i would definitely stay here again pet friendly too,11,0,0,0.0,0,Good,Good
lisa was amazing very friendly very nice spot to eat food was amazing this isn’t your typical free breakfast at all i don’t even eat breakfast and only came down for a free banana type thing and realized this is an actual amazing meal,56,3,0,0.0,0,Good,Good
the most expensive item i think was and i might not be able to eat lunch today because they fed so much,24,0,0,0.0,1,Worst,Worst
buyer beware i booked our room explicitly telling the reservations service where my call was redirected that i am bringing my son and his dog since the hotel is pet friendly,35,0,0,0.0,0,Good,Good
at that point the person taking the reservation should have said by the way there is a pet fee,26,0,0,0.0,0,Average,Average
i would then have said i cant afford that ill try elsewhere,17,0,0,0.0,0,Average,Average
but no instead i was told in rather belligerent terms upon checking out that we should have told them we were bringing our dog which we did when we made the reservation and the worker is doing my job and adding a pet fee to our bill,58,0,0,0.0,0,Average,Worst
this is a corporate grift if ever there was one on top of that half the outlets in our room did not work we were plugging things in alternative outlets and urinating in the dark,38,0,0,0.0,0,Good,Good
dog lovers beware there is an exorbitant pet fee that costs about as much as a whole room that will be hidden from you until checkout time,30,0,0,0.0,0,Good,Average
pet friendly more like pet pricey,9,0,0,0.0,0,Good,Good
location rating probably depends on what you’re doing,10,0,0,0.0,0,Average,Average
the price was good,4,0,0,0.0,0,Good,Good
breakfast is dependent upon the type of rate,8,0,0,0.0,0,Average,Average
front desk service was exceptional,5,1,0,0.0,0,Good,Good
our room was clean and comfortable,6,2,0,0.0,0,Good,Good
you might as well stay at a super and save the money,13,0,0,0.0,0,Good,Good
im extremely disappointed,4,0,0,0.0,1,Worst,Worst
room had a stopped up sink the bathtub didnt drain well and was stained t,18,0,0,0.0,1,Worst,Worst
only had one channel and there was a cable hanging out the back of it the remote was dead there was puke stains on the carpet,29,0,0,0.0,0,Worst,Average
yeah save your money and go elsewhere,7,0,0,0.0,0,Good,Average
my stay was the night of oct into the morning of oct th,0,0,0,0.0,0,Neutral,Neutral
at am the sound of loud bass from the adjoining room woke me up,15,0,0,0.0,0,Average,Average
not only could i hear the music but the incessant sounds of three to four people partying as well,20,0,0,0.0,0,Good,Good
for the management this party room was we shared the conjoining doors,17,0,0,0.0,0,Good,Good
i called the front desk around est am,0,0,0,0.0,0,Neutral,Neutral
they said they would call room,7,0,0,0.0,0,Average,Average
the music and loud talking continued,6,0,0,0.0,0,Average,Average
i allowed minutes to pass hoping the cacophony would end,12,0,0,0.0,0,Good,Good
it did not,3,0,0,0.0,0,Average,Average
the music got louder i called again i think my watch said am,0,0,0,0.0,0,Neutral,Neutral
same answer from the front desk ill call and let them know she said,20,0,0,0.0,0,Average,Average
after no sign of the party dying down i went to the front desk at am and complained for a third time,24,0,0,0.0,0,Worst,Worst
while i understand that safety is and that a night manager shouldnt be banging on doors the colorado springs police are at the hotels disposal for just this occasion,34,0,0,0.0,0,Good,Good
as a consolation prize the night manager moved me to a room on the third floor where i could still hear the rhythmic thumping of the music until am despite being one floor down and over,40,0,0,0.0,0,Good,Average
i am certain that i cant be the only one affected by these people keeping other guests awake,19,0,0,0.0,0,Good,Average
basic hotel,2,0,1,0.0,0,Average,Average
property is old,3,0,0,0.0,1,Worst,Worst
no free breakfast,3,0,0,0.0,0,Worst,Worst
great location from where i needed to go for my time in colorado springs customer service was great with a few employees who had unapproachable attitudes but the more social employees balanced the experience,37,3,0,0.0,0,Good,Good
i am extremely disappointed with my recent experience booking a stay at holiday inn,14,0,0,0.0,1,Worst,Worst
last week i reserved a room with wedding block i was attending not part of the wedding block but at the same location,27,0,0,0.0,0,Worst,Worst
the hotel i originally intended to book was fully booked but instead of clearly notifying me the holiday inn website automatically rerouted me to another location without my knowledge,31,0,0,0.0,0,Good,Good
the website displayed a brief second message that there were no rooms available at my desired location,18,0,0,0.0,0,Average,Worst
then it rerouted me to a different page with alternate hotel locations but still displayed the original hotel’s address at the top making it appear as though i had booked at the correct location,39,0,0,0.0,0,Good,Good
it was only after receiving the confirmation email that i realized i had booked the wrong hotel,17,0,0,0.0,0,Worst,Worst
i have attached a photo showing the correctwedding block hotel location with a different location as the top result for booking note that there is no message or alert that the location i was looking to book at did not have any rooms available,46,0,0,0.0,0,Worst,Worst
when i called holiday inn customer service to correct the mistake i was told that due to the rate i had booked they would not allow me to cancel or modify the reservation without being charged one night,42,0,0,0.0,1,Worst,Worst
this was incredibly frustrating as i had called immediately after noticing the error,14,0,0,0.0,0,Worst,Worst
when rooms did become available at the correct hotel they refused to transfer my reservation instead insisting that i cancel pay a penalty of one night and then rebook at the correct hotel,37,0,0,0.0,0,Worst,Worst
this deceitful booking practice and refusal to accommodate such a simple request is incredibly disappointing,15,0,0,0.0,1,Worst,Worst
i hope this review serves as a warning to others,10,0,0,0.0,0,Good,Good
be very careful when booking through holiday inns website as their practices are misleading and their customer service while kind was completely unhelpful,26,1,0,0.0,0,Good,Good
update i went to check in for my reservation last night and it turns out that holiday inn canceled my reservation about weeks ago,26,0,0,0.0,0,Good,Good
the lovely friend desk staff member explained that the cancellation seemed to have come from corporate not from this location,21,0,0,0.0,0,Good,Good
i cant help but wonder if somebody cancelled my reservation without my consent or appropriate notification after writing this review,23,0,0,0.0,0,Worst,Worst
had to check in late due to the weather,9,0,0,0.0,0,Average,Average
rates were decent,3,0,1,0.0,0,Average,Average
the room was more than adequate,6,0,0,0.0,0,Good,Average
staff was accommodating,3,1,0,0.0,0,Good,Good
i would bypass the complimentary breakfast if youre a rewards member,12,0,0,0.0,0,Good,Good
the restaurant was overwhelmed and understaffed,6,0,0,0.0,0,Good,Average
the beds are wonderful,4,1,0,0.0,0,Good,Good
the room is very big,5,0,0,0.0,0,Average,Average
stayed here while i was looking for an apartment due to relocation for work,14,0,0,0.0,0,Average,Average
the rooms are a little outdated but they are spacious and the bed is comfortable,17,2,0,0.0,1,Good,Good
the staff is great and even gave a small gesture,10,1,0,0.0,0,Good,Good
was staying here while i found an apartment,8,0,0,0.0,0,Average,Average
rooms are kinda out dated they are spacious and the bed are comfortable,15,2,0,0.0,0,Good,Good
the staff gave a nice gesture,6,0,0,0.0,0,Good,Good
toilet clogged sink clogged room phone was not working one hour power outage in the morning,17,0,0,0.0,0,Average,Average
my son breathing device stopped functioning,6,0,0,0.0,0,Worst,Worst
that was scary,3,0,0,0.0,0,Worst,Average
the rooms and staff were great,6,1,0,0.0,0,Good,Good
on issues and near the airport,6,0,0,0.0,1,Worst,Worst
good location,2,0,0,0.0,0,Good,Good
is the only upside motel like decor in the rooms,11,0,0,0.0,0,Good,Good
does not look or smell clean,6,1,0,0.0,1,Good,Good
getting invoice was a total pita,6,0,0,0.0,0,Worst,Average
overpriced,1,0,0,0.0,0,Average,Average
thank you lisa best server they have came in on her day off to cover for the other server that calls out thanks again for coming in on your saturday,32,1,0,0.0,0,Good,Good
we got in late and left really early the hotel was suitable for everything we needed,17,0,0,0.0,0,Average,Average
rooms were nicely appointed and clean,6,1,0,0.0,0,Good,Good
would recommend will stay there again when i’m passing through next time,15,1,0,0.0,0,Good,Good
great service staff,3,2,0,0.0,0,Good,Good
rooms were comfortable and good water pressure,7,1,0,0.0,0,Good,Good
for a meeting place it fit the bill,9,0,0,0.0,0,Good,Average
great hotel with clean rooms and good restaurant with cold beerdrinks and delicious burgers,14,3,0,0.0,0,Good,Good
burger patties made in house from locally sourcedgrown beef,9,0,0,0.0,0,Average,Average
cheese curds were delicious as well will be staying again,11,1,0,0.0,0,Good,Good
really nice hotel,3,0,0,0.0,0,Good,Good
rooms and hotel were very clean the bed was comfortable and the wifi was good without any issues,19,2,0,0.0,1,Good,Good
we checked in and the front desk lady was very cold,11,0,0,0.0,0,Average,Average
no smile no warm feeling,6,0,0,0.0,0,Worst,Worst
maybe she was having a bad day but not very welcoming,11,1,0,0.0,0,Good,Good
the only other negative but small thing was the tv,10,0,0,0.0,0,Worst,Worst
it was really small which you could expect to be bigger,11,0,0,0.0,0,Average,Average
other than that i’d definitely marty again,9,0,0,0.0,0,Good,Good
our flight was delayed hrs,5,0,0,0.0,1,Worst,Worst
when we arrived it was late and we were exhausted,10,0,0,0.0,0,Worst,Average
gentleman in front i believe his name was derek was extremely helpful july th ish pm,20,1,0,0.0,0,Good,Good
we booked through a rd party website so he informed us that they were already over booked and did not have the room type we reserved,26,0,0,0.0,0,Good,Good
i was beyond annoyed at this point from flight but derek did everything in his power to make sure we had a room with mountain view and double queens as we reserved,33,0,0,0.0,0,Good,Good
he explained to me how when making reservations on rd party sites it will reserve the room type but its basically first come first serve bases and that they can run out of rooms,37,0,0,0.0,0,Good,Good
i definitely think that needs to be corrected and shouldnt be allowed,13,0,0,0.0,0,Good,Good
though we received a room at pm whosever room we received that night wouldnt have a place to sleep and they made reservations as well,27,0,0,0.0,0,Good,Good
dereks customer service skills were top notch he was calm and worked through the issues while training a new employee that he just met within mins of us checking in,32,0,0,0.0,1,Worst,Worst
i will say the employee girl that came in to relive him of his shift had a whole different attitude asking whos car was parked outside blocking entrance customer behind me was also checking in and thought thats where you park if you are checking in,50,0,0,0.0,0,Worst,Average
she was rude and her tone was condescending,8,0,0,0.0,1,Worst,Worst
if i would of had to check in with her i probably would of been turned away,18,0,0,0.0,0,Average,Average
i felt sorry for the new girl that would be training with her and the customer behind me,18,0,0,0.0,0,Worst,Worst
even derek apologized for her manners,6,0,0,0.0,0,Good,Average
room was clean cold ac,6,1,0,0.0,0,Good,Good
comfortable beds pretty view and not too far from downtown colorado springs,14,1,0,0.0,0,Good,Good
hotel itself is great,4,1,0,0.0,0,Good,Good
the resteraunt within is horrible,5,0,0,0.0,1,Worst,Worst
i personally wont stay with this one again due to that fact,13,0,0,0.0,0,Average,Average
while staying at this hotel for one night someone attempted to steal my car,14,0,0,0.0,0,Worst,Average
the window got shattered and when asking to see the cameras they said there was none,16,0,0,0.0,0,Worst,Average
many hotels that i have been to have cameras so their guests feel that their belongings are safe,18,0,0,0.0,0,Good,Good
this one was not one of them…,7,0,0,0.0,0,Average,Average
cant check in computers down,7,0,0,0.0,0,Average,Average
they wrote down credit card info on a paper including security code for every person checking in,18,0,0,0.0,0,Good,Good
given a business suite not a normal suite no couch etc,14,0,1,0.0,0,Average,Average
hot lobby smells like chlorine,5,0,0,0.0,0,Good,Good
no breakfast and no coffee in the lobby,8,0,0,0.0,0,Worst,Worst
way way over priced with terrible service,8,0,0,0.0,1,Worst,Worst
dont stay here,4,0,0,0.0,0,Average,Average
my air conditioner was broken and my room was ° and stuffy,12,0,0,0.0,1,Worst,Worst
mikayla at the front desk took the problem seriously and immediately called the technician even though it was after hours,22,0,0,0.0,1,Worst,Worst
