review,total_word_count,count_good,count_average,count_medium,count_worst,sentiment,topic_cluster
"The front desk, the cleaning crews, and the restaurant staff are all amazing people",16,1,0,0,0,Good,2
Everyone was happy to help and engage,7,0,0,0,0,Neutral,0
Location is perfect for our needs,6,1,0,0,0,Good,0
Close to the airport and not too far from the shops on Powers,13,0,0,0,0,Neutral,0
The room was a great size for us,8,1,0,0,0,Good,0
There is plenty of room for two people to move about freely,12,0,0,0,0,Neutral,0
"There is a great pool and hot tub, too",10,1,0,0,0,Good,0
Never busy or crowded,4,0,0,0,0,Neutral,0
We look forward to staying here again,7,0,0,0,0,Neutral,0
"Thank you so much to the woman at the desk, Mia!",13,0,0,0,0,Neutral,0
"I was stranded at the airport at 12a, calling every hotel",12,0,0,0,0,Neutral,0
She was glad to help and waited until I arrived before closing booking,13,0,0,0,0,Neutral,0
"Very patient, kind and understanding",6,0,0,0,0,Neutral,0
When I thought I couldn't afford the room she started calling surrounding hotels to help me out,18,0,0,0,0,Neutral,0
"In the end, I ended up staying there",9,0,0,0,0,Neutral,0
"The hotel room was big and very nice with good dove shampoo and lotion, which was a lifesaver since I didn't have my luggage",26,2,0,0,0,Good,0
Outstanding Performance and service,4,0,0,0,0,Neutral,3
The restaurant was not to appealing,6,0,0,0,0,Neutral,0
"We arrived in our room to find out the A/C unit on the wall wasn't working, and the room phone didn't work so we couldn't call the front desk for help",35,0,0,0,0,Neutral,0
We called the desk from our cell phone to ask for help,12,0,0,0,0,Neutral,0
He said he'd be up in 5 - 10 minutes,11,0,0,0,0,Neutral,0
We're still waiting for him to show up,9,0,0,0,0,Neutral,0
"While we were waiting, we turned the TV on to find out there is no TV guide working on the TV",22,0,0,0,0,Neutral,0
You would think this motel would be concerned at it's reputation and would try to correct the situation,19,0,0,0,0,Neutral,0
They just wanted to collect thier money,7,0,0,0,0,Neutral,0
I will definitely make sure everyone knows about the lack of pride and customer service,15,0,0,0,0,Neutral,3
Never will stay here again,5,0,0,0,0,Neutral,1
We stayed one night before an early flight,8,0,0,0,0,Neutral,0
"The room was clean, the bed was comfortable, and the front desk staff was friendly",17,3,0,0,0,Good,4
Check-in was easy and the basics were covered,8,0,0,0,0,Neutral,0
"||That said, the restaurant was already closed when we arrived around 8 p",14,0,0,0,0,Neutral,0
", even though it’s supposed to stay open until 9",12,0,0,0,0,Neutral,1
"That was disappointing, especially since we picked this hotel specifically for the onsite dining",15,0,0,0,0,Neutral,0
"I’d seen this mentioned in other reviews, so luckily we grabbed food ahead of time",18,0,0,0,0,Neutral,0
||The room felt a bit dated and oddly laid out—the shower was basically a small closet—but it didn’t ruin anything,26,0,0,0,0,Neutral,0
The real issue was the area,6,0,0,0,0,Neutral,0
The hotel sits next to a vacant field and the parking lot was nearly empty,15,0,0,0,0,Neutral,0
It felt dark and a little sketchy,7,0,0,0,0,Neutral,0
At one point a car pulled up and someone tried to wave me over,14,0,0,0,0,Neutral,0
"I didn’t engage, but it left me feeling uneasy for the rest of the night",18,0,0,0,0,Neutral,0
"||The hotel itself did its job, but the area and overall vibe just didn’t sit right with us",21,0,0,0,0,Neutral,0
"There were renovation signs in the lobby, so hopefully things are improving",13,0,0,0,0,Neutral,0
"For now though, we probably wouldn’t stay here again",12,0,0,0,0,Neutral,1
Housekeeping was amazing,3,1,0,0,0,Good,0
Every day I went out to work I would come back and they would have our beds made for us perfectly,21,0,0,0,0,Neutral,0
I was very grateful for them,6,0,0,0,0,Neutral,0
"Rooms were great, but my view was of the entrance awning",12,1,0,0,0,Good,0
Lillian is exceptional,3,0,0,0,0,Neutral,0
So polite and helpful,4,1,0,0,0,Good,0
Sierra at the front desk was so professional and had great customer service while checking us in! Thank you 😊,21,1,0,0,0,Good,3
"This hotel stinks, smells like moldrew",7,0,0,0,0,Neutral,0
Check to make sure you reservations includes breakfast,8,0,0,0,0,Neutral,0
They are never at the front desk,7,0,0,0,0,Neutral,0
The only good thing is maybe the pool,8,1,0,0,0,Good,0
Very disappointed holiday inn,4,0,0,1,0,Medium,0
"Great customer service at the front desk, and the restaurant is really good",14,2,0,0,0,Good,3
Better than the one next door to this location,9,0,0,0,0,Neutral,0
Honestly enjoyed the location of this establishment quite a bit as I was traveling back and forth to family’s house for business,24,0,0,0,0,Neutral,0
"Booked 2 rooms over a 3 or so day stay, was happy when there was a restaurant on site & hot tub to soak in after a long day",30,0,0,0,0,Neutral,0
"I was hoping to unwind for my final night, Sunday day light savings if it matters when I see the restaurant doors closed, I asked management close by if I could stop in for a drink, where he stated they had closed early",46,0,0,0,0,Neutral,0
I usually understand however it was only 8:30 pm however they have posted 10pm close,15,0,0,0,0,Neutral,0
"I was hoping for a night cap, not the worst thing to happen but wished I could have had the option…",22,0,0,0,1,Worst,0
The hotel is currently undergoing remodeling,6,0,0,0,0,Neutral,0
"Upon our arrival, we noticed that the carpet was dirty",11,0,0,0,1,Worst,0
The pool was closed for cleaning,6,0,0,0,0,Neutral,0
The bottom of the pool also appeared dingy,8,0,0,0,0,Neutral,0
"Additionally, the hot tub had a white ring around the top",12,0,0,0,0,Neutral,0
"The hotel advertised complimentary breakfast on their website, but this was not provided",14,0,0,0,0,Neutral,0
The restaurant either closed early or did not open due to being short-staffed,13,0,0,0,0,Neutral,0
"When we requested room cleaning, we received fresh towels and empty trash cans, while the beds were left unmade",21,0,0,0,0,Neutral,0
"Furthermore, the ice machine on the second floor was broken",11,0,0,0,1,Worst,0
It would be best to avoid this hotel,8,0,0,0,0,Neutral,0
've stayed here a couple times,6,0,0,0,0,Neutral,0
It's always been very pleasant,6,1,0,0,0,Good,0
Sierra at the front desk is absolutely amazing,8,1,0,0,0,Good,0
She made my stay wonderful,5,1,0,0,0,Good,1
Will definitely be back,4,0,0,0,0,Neutral,0
I've stayed here a couple times,7,0,0,0,0,Neutral,0
It's always been very pleasant,6,1,0,0,0,Good,0
Sierra at the front desk is absolutely amazing,8,1,0,0,0,Good,0
She made my stay wonderful,5,1,0,0,0,Good,1
Will definitely be back,4,0,0,0,0,Neutral,0
Housekeeping certainly left something to be desired,7,0,0,0,0,Neutral,0
Desk service was little help,5,0,0,0,0,Neutral,3
"No soap, dirty towels, unable to get any extra pillows for my sleep apnea",16,0,0,0,1,Worst,0
Thoroughly a bad stay,4,0,0,0,1,Worst,1
I DO NOT recommend staying here,6,0,0,0,0,Neutral,0
The beds were terrible,4,0,0,0,1,Worst,0
"No pool towels available, had to ask multiple times for coffee to be made finally at 10 am they put some out",23,0,0,0,0,Neutral,0
Asked about any breakfast items many times also before 2 muffins were set out,14,0,0,0,0,Neutral,0
The sliding front doors need to be manually forced open,10,0,0,0,0,Neutral,0
Can't call down to the desk because the phone in the room doesn't work,16,0,0,0,0,Neutral,0
"What a great hotel! The staff was fantastic, and the pool was nice",15,2,0,0,0,Good,2
"My room was immaculate and in a nice, quiet spot in the hotel! Thanks for all your hard work, guys; I will always return to this hotel!",32,1,0,0,0,Good,0
"Stayed here for a business trip for one night and it was awesome!! Our employer said everything was set up…the reservation for the room was, but not the payment",32,0,0,0,0,Neutral,0
Got in later in the day and got a voucher for a drink and a snack with my room,19,0,0,0,0,Neutral,0
Went to the restaurant inside the hotel and had an amazing burger and beer then a dip in the hot tub and pool,23,1,0,0,0,Good,0
Breakfast wasn’t included BUT when we went to the restaurant we were told a super secret and got vouchers that I used to get the meat lovers omelet at the recommendation of front of house staff,38,0,0,0,0,Neutral,0
"Everyone was super friendly and helpful given our employer forgot to mention that after driving for three hours one way for a business meeting, that we would have to pay for everything including the room",36,2,0,0,0,Good,0
"However, everything is VERY reasonably priced and worth every penny spent",12,0,0,0,0,Neutral,0
The perfect one night stay for us! We were in town for a night for our fertility treatment,19,1,0,0,0,Good,1
"Hospitality was excellent, the restaurant attached to the hotel was very good and the server was extremely kind! Vinny was top notch and deserves all the recognition for going above and beyond for us patients staying with your hotel",41,2,0,0,0,Good,0
"He was incredibly helpful, friendly, and made our morning way smoother than we thought it would be for how our nerves were going into a procedure! Can’t thank him enough! We will have to be back in this area again in a few months and we will look no further than this spot! Our only downfall was not being able to try the breakfast! Next time, though :) thanks again!",81,2,0,0,0,Good,0
This is a very nice room! Everything you need! A walk-in shower,14,1,0,0,0,Good,0
Back -glow mirror,3,0,0,0,0,Neutral,0
Huge bed,2,0,0,0,0,Neutral,0
I would definitely stay here again! Pet friendly too!,11,1,0,0,0,Good,1
"Lisa was amazing! Very friendly! Very nice spot to eat, food was amazing!!!! This isn’t your typical free breakfast at all! I don’t even eat breakfast and only came down for a free banana type thing and realized this is an actual amazing meal",56,5,0,0,0,Good,0
The most expensive item I think was $10 and I might not be able to eat lunch today because they fed so much,24,0,0,0,1,Worst,0
"Buyer beware: I booked our room, explicitly telling the reservations service where my call was redirected that I am bringing my son AND his dog, since the hotel is ""pet friendly",35,1,0,0,0,Good,0
""" At that point, the person taking the reservation should have said: ""By the way, there is a $75 pet fee",26,0,0,0,0,Neutral,0
""" I would then have said, I can't afford that, I'll try elsewhere",17,0,0,0,0,Neutral,0
"But no, instead, I was told in rather belligerent terms UPON CHECKING OUT that we ""should have told them we were bringing our dog"" (which we did when we made the reservation!) and the worker is ""doing my job"" and adding a $75 pet fee to our bill",58,0,0,0,0,Neutral,0
"This is a corporate grift if ever there was one! On top of that, half the outlets in our room did not work,  we were plugging things in alternative outlets and urinating in the dark",38,0,0,0,0,Neutral,0
"Dog lovers beware, there is an exorbitant ""pet fee"" that costs about as much as a whole room that will be hidden from you until checkout time",30,0,0,0,0,Neutral,0
Pet friendly? More like pet pricey!!,9,1,0,0,0,Good,0
Location rating probably depends on what you’re doing,10,0,0,0,0,Neutral,0
The price was good,4,1,0,0,0,Good,0
Breakfast is dependent upon the type of rate,8,0,0,0,0,Neutral,0
Front desk service was exceptional,5,0,0,0,0,Neutral,3
Our room was clean and comfortable,6,2,0,0,0,Good,4
You might as well stay at a Super 8 and save the money,13,0,0,0,0,Neutral,1
I'm extremely disappointed,4,0,0,1,0,Medium,0
"Room had a stopped up sink, The bathtub didn't drain well and was stained, T",18,0,0,0,0,Neutral,0
"only had one channel, and there was a cable hanging out the back of it, the remote was dead, There was puke stains on the carpet",29,0,0,0,0,Neutral,0
Yeah save your money and go elsewhere,7,0,0,0,0,Neutral,0
"My stay was the night of Oct 17, 2024 into the morning of Oct 18th",16,0,0,0,0,Neutral,1
"At 1AM, the sound of loud bass from the adjoining room woke me up",15,0,0,0,0,Neutral,0
"Not only could I hear the music, but the incessant sounds of three to four people partying as well",20,0,0,0,0,Neutral,0
"(for the management, this party room was 421 - we shared the conjoining doors )",17,0,0,0,0,Neutral,0
I called the front desk around (est) 120 am,11,0,0,0,0,Neutral,0
They said they would call room 421,7,0,0,0,0,Neutral,0
The music and loud talking continued,6,0,0,0,0,Neutral,0
"I allowed 10 minutes to pass, hoping the cacophony would end",12,0,0,0,0,Neutral,0
It did not,3,0,0,0,0,Neutral,0
The music got *louder*  I called again -  i think my watch said 1:36 AM,17,0,0,0,0,Neutral,0
"Same answer from the front desk (""I'll call and let them know"", she said)",20,0,0,0,0,Neutral,0
"After no sign of the party dying down, i went to the front desk at 2 AM and complained for a third time",24,0,0,0,0,Neutral,0
"While I understand that safety is #1 and that a night manager shouldn't be banging on doors, the Colorado Springs Police are at the Hotel's disposal for just this occasion",34,0,0,0,0,Neutral,0
"As a consolation prize, the night manager moved me to a  room on the third floor - where i could still hear the rhythmic thumping of the music until 4AM - despite being one floor down and 2 over",40,0,0,0,0,Neutral,0
I am certain that I can't be the only one affected by these people keeping other guests awake,19,0,0,0,0,Neutral,0
Basic hotel,2,0,1,0,0,Average,0
Property is old,3,0,0,0,0,Neutral,0
No free Breakfast,3,0,0,0,0,Neutral,0
"Great location from where I needed to go for my time in Colorado Springs! Customer service was great, with a few employees who had unapproachable attitudes, but the more social employees balanced the experience",37,2,0,0,0,Good,3
I am extremely disappointed with my recent experience booking a stay at Holiday Inn,14,0,0,1,0,Medium,1
"Last week, I reserved a room with wedding block I was attending (not part of the wedding block, but at the same location)",27,0,0,0,0,Neutral,0
"The hotel I originally intended to book was fully booked, but instead of clearly notifying me, the Holiday Inn website automatically rerouted me to another location without my knowledge",31,0,0,0,0,Neutral,0
The website displayed a brief 2-3 second message that there were no rooms available at my desired location,18,0,0,0,0,Neutral,0
"Then, it rerouted me to a different page with alternate hotel locations, but still displayed the original hotel’s address at the top, making it appear as though I had booked at the correct location",39,0,0,0,0,Neutral,0
It was only after receiving the confirmation email that I realized I had booked the wrong hotel,17,0,0,0,0,Neutral,0
"I have attached a photo showing the correct/wedding block hotel location, with a different location as the top result for booking - note that there is no message or alert that the location I was looking to book at did not have any rooms available",46,0,0,0,0,Neutral,0
"When I called Holiday Inn customer service to correct the mistake, I was told that due to the rate I had booked, they would not allow me to cancel or modify the reservation (without being charged one night)",42,0,0,0,0,Neutral,0
"This was incredibly frustrating, as I had called immediately after noticing the error",14,0,0,0,0,Neutral,0
"When rooms did become available at the correct hotel, they refused to transfer my reservation, instead insisting that I cancel, pay a penalty of one night, and then rebook at the correct hotel",37,0,0,0,0,Neutral,0
This deceitful booking practice and refusal to accommodate such a simple request is incredibly disappointing,15,0,0,0,0,Neutral,0
I hope this review serves as a warning to others,10,0,0,0,0,Neutral,0
"Be very careful when booking through Holiday Inn's website, as their practices are misleading and their customer service while kind, was completely unhelpful",26,0,0,0,1,Worst,3
UPDATE - I went to check in for my reservation last night and it turns out that Holiday inn canceled my reservation about 2 weeks ago,26,0,0,0,0,Neutral,0
"The lovely friend desk staff member explained that the cancellation seemed to have come from corporate, not from this location",21,0,0,0,0,Neutral,0
"I can't help but wonder if somebody cancelled my reservation, without my consent or appropriate notification, after writing this review",23,0,0,0,0,Neutral,0
Had to check in late due to the weather,9,0,0,0,0,Neutral,0
Rates were decent,3,0,1,0,0,Average,0
The room was more than adequate,6,0,0,0,0,Neutral,0
Staff was accommodating,3,0,0,0,0,Neutral,2
I would bypass the complimentary breakfast if you're a rewards member,12,0,0,0,0,Neutral,0
The restaurant was overwhelmed and understaffed,6,0,0,0,0,Neutral,0
The beds are wonderful,4,1,0,0,0,Good,0
The room is very big,5,0,0,0,0,Neutral,0
Stayed here while I was looking for an apartment due to relocation for work,14,0,0,0,0,Neutral,0
"The rooms are a little outdated, but they are spacious, and the bed is comfortable",17,1,0,0,0,Good,0
The staff is great and even gave a small gesture,10,1,0,0,0,Good,2
Was staying here while I found an apartment,8,0,0,0,0,Neutral,0
"Rooms are kinda out dated, they are spacious, and the bed are comfortable",15,1,0,0,0,Good,0
The staff gave a nice gesture,6,1,0,0,0,Good,2
1-Toilet clogged 2-Sink clogged 3-Room phone was not working 4- One hour power outage in the morning,17,0,0,0,0,Neutral,0
My son breathing device stopped functioning,6,0,0,0,0,Neutral,0
That was scary,3,0,0,0,0,Neutral,0
The rooms and staff were great,6,1,0,0,0,Good,2
On issues and near the airport,6,0,0,0,0,Neutral,0
Good location,2,1,0,0,0,Good,0
is the only upside Motel 6 like decor in the rooms,11,0,0,0,0,Neutral,0
Does not look or smell clean,6,1,0,0,0,Good,4
Getting invoice was a total PITA,6,0,0,0,0,Neutral,0
Over-priced,1,0,0,0,0,Neutral,0
"Thank you Lisa, best server they have came in on her day off to cover for the other server that calls out, thanks again for coming in on your Saturday",32,0,0,0,0,Neutral,0
"We got in late and left really early, the hotel was suitable for everything we needed",17,0,0,0,0,Neutral,0
Rooms were nicely appointed and clean,6,1,0,0,0,Good,4
"Would recommend,  will stay there again when I’m passing through next time",15,0,0,0,0,Neutral,1
Great service staff,3,1,0,0,0,Good,3
Rooms were comfortable and good water pressure,7,2,0,0,0,Good,0
"For a meeting place, it fit the bill",9,0,0,0,0,Neutral,0
Great hotel with clean rooms and good restaurant with cold beer/drinks and delicious burgers,14,3,0,0,0,Good,4
Burger patties made in house from locally sourced/grown beef,9,0,0,0,0,Neutral,0
Cheese curds were delicious as well! Will be staying again,11,0,0,0,0,Neutral,0
Really nice hotel,3,1,0,0,0,Good,0
"Rooms and hotel were very clean, the bed was comfortable and the WiFi was good without any issues",19,3,0,0,0,Good,4
We checked in and the front desk lady was very cold,11,0,0,0,0,Neutral,0
"No smile, no warm feeling",6,0,0,0,0,Neutral,0
Maybe she was having a bad day but not very welcoming,11,0,0,0,1,Worst,0
The only other negative but small thing was the tv,10,0,0,0,0,Neutral,0
It was really small which you could expect to be bigger,11,0,0,0,0,Neutral,0
Other than that I’d definitely Marty again,9,0,0,0,0,Neutral,0
Our flight was delayed 8hrs,5,0,0,0,0,Neutral,0
When we arrived it was late and we were exhausted,10,0,0,0,0,Neutral,0
"Gentleman in front, I believe his name was Derek was extremely helpful (July 12th 2024 11ish PM)",20,1,0,0,0,Good,0
We booked through a 3rd party website so he informed us that they were already over booked and did not have the room type we reserved,26,0,0,0,0,Neutral,0
"I was beyond annoyed at this point from flight, but Derek did everything in his power to make sure we had a room with mountain view and double queens as we reserved",33,0,0,0,0,Neutral,0
"He explained to me how when making reservations on 3rd party sites, it will reserve the room type, but its basically first come first serve bases, and that they can run out of rooms",37,0,0,0,0,Neutral,0
I definitely think that needs to be corrected and shouldn't be allowed,13,0,0,0,0,Neutral,0
"Though we received a room at 11pm, whosever room we received that night wouldn't have a place to sleep and they made reservations as well",27,0,0,0,0,Neutral,0
"Derek's customer service skills were top notch, he was calm and worked through the issues while training a new employee that he just met within 5mins of us checking in",32,0,0,0,0,Neutral,3
"I will say the employee (girl) that came in to relive him of his shift had a whole different attitude asking whos car was parked outside blocking entrance, customer behind me was also checking in and thought that's where you park if you are checking in",50,0,0,0,0,Neutral,0
She was rude and her tone was condescending,8,0,0,0,1,Worst,0
"If I would of had to check in with her, I probably would of been turned away",18,0,0,0,0,Neutral,0
I felt sorry for the new girl that would be training with her and the customer behind me,18,0,0,0,0,Neutral,0
Even Derek apologized for her manners,6,0,0,0,0,Neutral,0
"Room was clean, cold AC",6,1,0,0,0,Good,4
"Comfortable beds, pretty view, and not too far from downtown Colorado Springs",14,1,0,0,0,Good,0
Hotel itself is great,4,1,0,0,0,Good,0
The resteraunt within is horrible,5,0,0,0,1,Worst,0
I personally won't stay with this one again due to that fact,13,0,0,0,0,Neutral,1
While staying at this hotel for one night someone attempted to steal my car,14,0,0,0,0,Neutral,0
The window got shattered and when asking to see the cameras they said there was none,16,0,0,0,0,Neutral,0
Many hotels that I have been to have cameras so their guests feel that their belongings are safe,18,0,0,0,0,Neutral,0
This one was not one of them…,7,0,0,0,0,Neutral,0
"Can't check in, computers down",7,0,0,0,0,Neutral,0
"They wrote down credit card info on a paper, including security code for every person checking in",18,0,0,0,0,Neutral,0
"Given a business suite, not a normal suite, no couch, etc",14,0,1,0,0,Average,0
Hot lobby smells like chlorine,5,0,0,0,0,Neutral,0
